140,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,6,10,4,1,118,111,128,Bulbasaur,,1,1,,0,0,1,2500,11/15/2020
140,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,6,10,4,2,151,143,155,Ivysaur,,2,1,,0,0,1,2500,11/15/2020
140,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,6,10,4,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,2500,11/15/2020
347,1,Bulbasaur,,m,1,1,41,0.6121573,3000,3,50000,60,13,11,12,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,9/19/2020
347,1,Bulbasaur,,m,1,1,41,0.6121573,3000,3,50000,60,13,11,12,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,9/19/2020
347,1,Bulbasaur,,m,1,1,41,0.6121573,3000,3,50000,60,13,11,12,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,9/19/2020
364,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,10,8,7,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,9/16/2020
364,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,10,8,7,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,9/16/2020
364,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,10,8,7,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,9/16/2020
1038,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,11,12,15,1,118,111,128,Bulbasaur,,1,1,,0,0,2,0,7/18/2020
1038,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,11,12,15,2,151,143,155,Ivysaur,,2,1,,0,0,2,0,7/18/2020
1038,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,11,12,15,3,198,189,190,Venusaur,Normal,3,1,,0,0,2,0,7/18/2020
1202,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,12,6,4,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,7/2/2020
1202,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,12,6,4,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,7/2/2020
1202,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,12,6,4,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,7/2/2020
1247,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,11,14,7,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,6/30/2020
1247,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,11,14,7,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,6/30/2020
1247,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,11,14,7,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,6/30/2020
1526,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,5,4,5,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,5/24/2020
1526,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,5,4,5,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,5/24/2020
1526,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,5,4,5,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,5/24/2020
1527,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,11,5,10,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,5/24/2020
1527,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,11,5,10,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,5/24/2020
1527,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,11,5,10,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,5/24/2020
1812,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,12,15,6,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,5/2/2020
1812,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,12,15,6,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,5/2/2020
1812,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,12,15,6,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,5/2/2020
1849,1,Bulbasaur,,m,1,1,39,0.5974,2500,2,45000,56,6,9,10,1,118,111,128,Bulbasaur,,1,1,,0,0,2,0,1/11/2020
