140,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,6,10,4,1701,1,118,111,128,Bulbasaur,,1,1,,0,0,1,2500,11/15/2020,1701,19,,,,,,,,,,,,,,,,
140,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,6,10,4,1701,2,151,143,155,Ivysaur,,2,1,,0,0,1,2500,11/15/2020,1701,19,38.5,1496,124,1820.4355,1416,65.131,201000,210,,,,,,,,
140,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,6,10,4,1701,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,2500,11/15/2020,1701,19,20.5,1466,117,1737.452,3081,24.762,7500,6,39.5,2485,152,3826.43,1986,48.348,220000,237
347,1,Bulbasaur,,m,1,1,41,0.6121573,3000,3,50000,60,13,11,12,3517,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,9/19/2020,3517,21,,,,,,,,,,,,,,,,
347,1,Bulbasaur,,m,1,1,41,0.6121573,3000,3,50000,60,13,11,12,3517,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,9/19/2020,3517,21,33.5,1490,125,1788.7905,2706,33.342,111000,102,,,,,,,,
347,1,Bulbasaur,,m,1,1,41,0.6121573,3000,3,50000,60,13,11,12,3517,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,9/19/2020,3517,21,,,,,,,,,,,,,,,,
364,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,10,8,7,2696,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,9/16/2020,2696,35,,,,,,,,,,,,,,,,
364,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,10,8,7,2696,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,9/16/2020,2696,35,36.5,1494,124,1788.671,2710,33.243,24000,30,,,,,,,,
364,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,10,8,7,2696,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,9/16/2020,2696,35,,,,,,,,,,,,,,,,
1038,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,11,12,15,3024,1,118,111,128,Bulbasaur,,1,1,,0,0,2,0,7/18/2020,3024,19,,,,,,,,,,,,,,,,
1038,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,11,12,15,3024,2,151,143,155,Ivysaur,,2,1,,0,0,2,0,7/18/2020,3024,19,33.5,1489,127,1806.796,1949,51.996,121000,110,,,,,,,,
1038,1,Bulbasaur,,m,1,1,37,0.5822789,2500,2,40000,52,11,12,15,3024,3,198,189,190,Venusaur,Normal,3,1,,0,0,2,0,7/18/2020,3024,19,19.5,1476,120,1754.2194,2337,42.93,2500,2,36,2498,157,3884.2,790,79.443,158000,154
1202,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,12,6,4,3173,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,7/2/2020,3173,35,,,,,,,,,,,,,,,,
1202,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,12,6,4,3173,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,7/2/2020,3173,35,37,1499,122,1771.276,3389,16.486,32000,40,,,,,,,,
1202,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,12,6,4,3173,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,7/2/2020,3173,35,,,,,,,,,,,,,,,,
1247,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,11,14,7,3048,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,6/30/2020,3048,33,,,,,,,,,,,,,,,,
1247,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,11,14,7,3048,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,6/30/2020,3048,33,35,1498,123,1814.4162,1634,59.759,28000,32,,,,,,,,
1247,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,11,14,7,3048,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,6/30/2020,3048,33,,,,,,,,,,,,,,,,
1526,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,5,4,5,1350,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,5/24/2020,1350,33,,,,,,,,,,,,,,,,
1526,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,5,4,5,1350,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,5/24/2020,1350,33,40,1494,126,1804.6475,2045,49.63,116000,150,,,,,,,,
1526,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,5,4,5,1350,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,5/24/2020,1350,33,,,,,,,,,,,,,,,,
1527,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,11,5,10,2907,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,5/24/2020,2907,35,,,,,,,,,,,,,,,,
1527,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,11,5,10,2907,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,5/24/2020,2907,35,36,1490,126,1778.9968,3109,23.411,16000,20,,,,,,,,
1527,1,Bulbasaur,,m,1,1,69,0.76156384,8000,10,182000,186,11,5,10,2907,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,5/24/2020,2907,35,,,,,,,,,,,,,,,,
1812,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,12,15,6,3319,1,118,111,128,Bulbasaur,,1,1,,0,0,1,0,5/2/2020,3319,33,,,,,,,,,,,,,,,,
1812,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,12,15,6,3319,2,151,143,155,Ivysaur,,2,1,,0,0,1,0,5/2/2020,3319,33,34.5,1496,122,1808.2703,1891,53.401,21000,24,,,,,,,,
1812,1,Bulbasaur,,m,1,1,65,0.74976104,7000,8,154000,154,12,15,6,3319,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,5/2/2020,3319,33,,,,,,,,,,,,,,,,
1849,1,Bulbasaur,,m,1,1,39,0.5974,2500,2,45000,56,6,9,10,1691,1,118,111,128,Bulbasaur,,1,1,,0,0,2,0,1/11/2020,1691,20,,,,,,,,,,,,,,,,
1849,1,Bulbasaur,,m,1,1,39,0.5974,2500,2,45000,56,6,9,10,1691,2,151,143,155,Ivysaur,,2,1,,0,0,2,0,1/11/2020,1691,20,37.5,1497,128,1839.6475,767,81.124,178000,182,,,,,,,,
1849,1,Bulbasaur,,m,1,1,39,0.5974,2500,2,45000,56,6,9,10,1691,3,198,189,190,Venusaur,Normal,3,1,,0,0,2,0,1/11/2020,1691,20,20.5,1485,120,1772.9706,1442,64.786,2500,2,39,2499,156,3879.48,876,77.205,205000,218
1377,2,Ivysaur,,m,1,2,41,0.6121573,3000,3,50000,60,13,2,0,3361,2,151,143,155,Ivysaur,,2,1,,0,0,1,3000,5/31/2020,3361,21,38,1491,120,1731.388,4032,0.665,182000,190,,,,,,,,
1377,2,Ivysaur,,m,1,2,41,0.6121573,3000,3,50000,60,13,2,0,3361,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,3000,5/31/2020,3361,21,,,,,,,,,,,,,,,,
1898,2,Ivysaur,,m,1,2,39,0.5974,2500,2,45000,56,7,7,10,1915,2,151,143,155,Ivysaur,,2,1,,0,0,2,0,4/14/2020,1915,20,37.5,1497,128,1827.0969,1153,71.612,178000,182,,,,,,,,
1898,2,Ivysaur,,m,1,2,39,0.5974,2500,2,45000,56,7,7,10,1915,3,198,189,190,Venusaur,Normal,3,1,,0,0,2,0,4/14/2020,1915,20,20.5,1484,120,1763.733,1875,54.212,2500,2,39,2498,156,3858.99,1269,66.979,205000,218
286,3,Venusaur,Normal,m,1,3,35,0.5667545,2200,2,35600,48,3,10,13,942,3,198,189,190,Venusaur,Normal,3,1,,0,0,1,0,9/28/2020,942,18,20.5,1477,122,1785.1242,913,77.656,11900,10,39,2487,159,3915.35,365,90.528,214400,226
1738,3,Venusaur,Normal,m,1,3,39,0.5974,2500,2,45000,56,11,10,12,2989,3,198,189,190,Venusaur,Normal,3,1,,0,0,5,0,4/6/2020,2989,20,20,1495,120,1781.2028,1080,73.626,0,0,36.5,2486,155,3825.11,2025,47.307,161000,160
44,4,Charmander,,m,2,1,7,0.25572005,400,1,1600,6,11,11,10,3003,4,116,93,118,Charmander,,1,1,,0,0,0,400,12/13/2020,3003,4,,,,,,,,,,,,,,,,
44,4,Charmander,,m,2,1,7,0.25572005,400,1,1600,6,11,11,10,3003,5,158,126,151,Charmeleon,,2,1,,0,0,0,400,12/13/2020,3003,4,37,1500,124,1716.3923,1086,70.668,212400,220,,,,,,,,
44,4,Charmander,,m,2,1,7,0.25572005,400,1,1600,6,11,11,10,3003,6,223,173,186,Charizard,Normal,3,1,,0,0,0,400,12/13/2020,3003,4,18.5,1467,112,1591.974,3281,19.878,36200,44,33,2498,146,3533.74,1885,53.968,152400,148
45,4,Charmander,,m,2,1,15,0.3752356,800,1,6400,14,13,12,2,3523,4,116,93,118,Charmander,,1,1,,0,0,0,800,12/13/2020,3523,8,,,,,,,,,,,,,,,,
45,4,Charmander,,m,2,1,15,0.3752356,800,1,6400,14,13,12,2,3523,5,158,126,151,Charmeleon,,2,1,,0,0,0,800,12/13/2020,3523,8,37.5,1496,118,1677.1624,2654,28.278,216600,224,,,,,,,,
45,4,Charmander,,m,2,1,15,0.3752356,800,1,6400,14,13,12,2,3523,6,223,173,186,Charizard,Normal,3,1,,0,0,0,800,12/13/2020,3523,8,19,1492,109,1613.5142,2228,45.617,33600,38,33.5,2493,141,3487.83,3229,21.148,154600,148
119,4,Charmander,,m,2,1,11,0.3210876,600,1,3600,10,7,15,11,2044,4,116,93,118,Charmander,,1,1,,0,0,2,600,12/9/2020,2044,6,,,,,,,,,,,,,,,,
119,4,Charmander,,m,2,1,11,0.3210876,600,1,3600,10,7,15,11,2044,5,158,126,151,Charmeleon,,2,1,,0,0,2,600,12/9/2020,2044,6,37,1490,125,1738.5964,493,86.699,210400,216,,,,,,,,
119,4,Charmander,,m,2,1,11,0.3210876,600,1,3600,10,7,15,11,2044,6,223,173,186,Charizard,Normal,3,1,,0,0,2,600,12/9/2020,2044,6,19,1500,114,1671.2654,118,97.118,36400,42,33,2488,147,3573.36,802,80.44,150400,144
124,4,Charmander,,m,2,1,33,0.5507927,2200,2,31200,44,8,3,11,2108,4,116,93,118,Charmander,,1,1,,0,0,1,2200,12/3/2020,2108,17,,,,,,,,,,,,,,,,
124,4,Charmander,,m,2,1,33,0.5507927,2200,2,31200,44,8,3,11,2108,5,158,126,151,Charmeleon,,2,1,,0,0,1,2200,12/3/2020,2108,17,40,1498,128,1711.977,1262,65.91,238800,260,,,,,,,,
124,4,Charmander,,m,2,1,33,0.5507927,2200,2,31200,44,8,3,11,2108,6,223,173,186,Charizard,Normal,3,1,,0,0,1,2200,12/3/2020,2108,17,19.5,1496,116,1640.9955,862,78.95,11300,10,35,2494,150,3537.05,1785,56.41,150800,142
188,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,0,10,13,174,4,116,93,118,Charmander,,1,1,,0,0,5,0,10/17/2020,174,19,,,,,,,,,,,,,,,,
188,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,0,10,13,174,5,158,126,151,Charmeleon,,2,1,,0,0,5,0,10/17/2020,174,19,41,1492,130,1766.8801,92,97.513,250000,252,,,,,,,,
188,4,Charmander,,m,2,1,37,0.5822789,2500,2,40000,52,0,10,13,174,6,223,173,186,Charizard,Normal,3,1,,0,0,5,0,10/17/2020,174,19,19.5,1480,117,1661.4962,269,93.431,2500,2,35.5,2487,152,3625.22,97,97.631,150000,144
190,4,Charmander,,m,2,1,31,0.5343543,1900,2,27400,40,8,12,11,2252,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2252,16,,,,,,,,,,,,,,,,
190,4,Charmander,,m,2,1,31,0.5343543,1900,2,27400,40,8,12,11,2252,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2252,16,37.5,1494,125,1724.7116,844,77.21,195600,198,,,,,,,,
190,4,Charmander,,m,2,1,31,0.5343543,1900,2,27400,40,8,12,11,2252,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2252,16,19,1495,114,1651.7936,494,87.937,12600,12,33.5,2498,148,3583.49,586,85.714,133600,122
191,4,Charmander,,m,2,1,33,0.5507927,2200,2,31200,44,3,7,9,890,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,890,17,,,,,,,,,,,,,,,,
191,4,Charmander,,m,2,1,33,0.5507927,2200,2,31200,44,3,7,9,890,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,890,17,41,1485,127,1719.9344,977,73.614,258800,260,,,,,,,,
191,4,Charmander,,m,2,1,33,0.5507927,2200,2,31200,44,3,7,9,890,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,890,17,19.5,1473,115,1627.8084,1464,64.249,11300,10,36,2493,149,3569.43,894,78.168,166800,162
192,4,Charmander,,f,2,1,37,0.5822789,2500,2,40000,52,1,14,7,488,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,488,19,,,,,,,,,,,,,,,,
192,4,Charmander,,f,2,1,37,0.5822789,2500,2,40000,52,1,14,7,488,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,488,19,41,1495,125,1759.8679,181,95.134,250000,252,,,,,,,,
192,4,Charmander,,f,2,1,37,0.5822789,2500,2,40000,52,1,14,7,488,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,488,19,19.5,1480,113,1647.0044,649,84.151,2500,2,35.5,2487,147,3598.63,335,91.844,150000,144
194,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,11,5,7,2904,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,2904,20,,,,,,,,,,,,,,,,
194,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,11,5,7,2904,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,2904,20,39,1496,123,1676.4843,2686,27.386,205000,218,,,,,,,,
194,4,Charmander,,m,2,1,39,0.5974,2500,2,45000,56,11,5,7,2904,6,223,173,186,Charizard,Normal,3,1,,0,0,0,0,10/17/2020,2904,20,,,,,,,,,,,,,,,,
195,4,Charmander,,f,2,1,37,0.5822789,2500,2,40000,52,7,10,2,1955,4,116,93,118,Charmander,,1,1,,0,0,0,0,10/17/2020,1955,19,,,,,,,,,,,,,,,,
195,4,Charmander,,f,2,1,37,0.5822789,2500,2,40000,52,7,10,2,1955,5,158,126,151,Charmeleon,,2,1,,0,0,0,0,10/17/2020,1955,19,40.5,1495,121,1706.576,1473,60.205,240000,252,,,,,,,,
